"country","city","date","congestion","driving","transit","walking","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential","commercial","utilities","other"
"Czechia","Prague",2020-06-22,37,11.51,-20.79,-33.99,17,3,NA,19,-20,5,86,51,1
"Denmark","Copenhagen",2020-06-22,27,27.68,-24.24,3.87,-4,-6,86,-24,-30,5,104,50,1
"Estonia","Tallinn",2020-06-22,18,123.82,-2.02,55.51,-4,8,126,-19,-56,3,120,53,1
"Finland","Helsinki",2020-06-22,14,27.57,-13.74,20,-14,-3,137,-41,-54,5,90,51,1
"France","Grenoble",2020-06-22,29,21.69,NA,-1.56,-16,-9,37,-23,-33,8,96,51,1
"France","Lille",2020-06-22,21,18.87,117.65,3.36,-9,-7,100,-32,-33,7,84,50,1
"France","Paris",2020-06-22,31,-15.49,-15.25,-41.15,-39,-14,7,-31,-54,11,99,58,1
"Germany","Berlin",2020-06-22,36,13.8,-23.39,-15.21,-15,-5,45,-26,-30,6,129,55,1
"Germany","Bremen",2020-06-22,29,7.75,NA,-0.599999999999994,-16,-5,93,-28,-23,5,76,51,1
"Germany","Cologne",2020-06-22,24,-5.31,29.52,-8.59999999999999,-7,-3,71,-25,-24,5,99,50,1
"Germany","Dresden",2020-06-22,37,25.85,NA,31.82,-6,-6,97,-12,-17,3,75,52,1
"Germany","Munich",2020-06-22,28,9.11,NA,-5.14,-6,-3,77,-26,-24,6,109,53,1
"Greece","Athens",2020-06-22,37,-11.67,NA,-30.34,-19,-7,13,-27,-21,5,93,50,1
"Hungary","Budapest",2020-06-22,43,-6.8,-28.46,-52.54,-21,-13,0,-36,-39,9,108,50,1
"Ireland","Cork",2020-06-22,18,-6,NA,-54.23,-42,-7,-23,-46,-48,18,102,51,1
"Ireland","Dublin",2020-06-22,25,-31.37,-63.24,-58.03,-43,-10,10,-53,-58,22,107,50,1
"Italy","Bologna",2020-06-22,21,-13.71,NA,-40.84,-21,-11,32,-38,-32,6,122,51,1
"Italy","Catania",2020-06-22,18,-5.52,NA,-26.43,-15,-8,0,-38,-28,6,106,53,1
"Italy","Milan",2020-06-22,17,-12.31,NA,-47.29,-29,-17,30,-49,-41,11,117,51,1
"Italy","Rome",2020-06-22,22,-20.81,-59.25,-57.66,-19,-12,-6,-41,-38,9,92,50,1
"Netherlands","Eindhoven",2020-06-22,18,-0.299999999999997,NA,11.74,-10,-8,125,-64,-43,12,94,51,1
"Netherlands","Groningen",2020-06-22,25,28.63,NA,35.22,-11,-10,117,-55,-44,9,114,51,1
"Poland","Krakow",2020-06-22,65,-16.78,NA,-61.81,-21,-14,-28,-38,-32,10,98,51,1
"Poland","Poznan",2020-06-22,35,25.75,NA,21.88,-12,-9,80,-30,-21,4,104,50,1
"Portugal","Lisbon",2020-06-22,14,-31.81,NA,-65.18,-52,-30,-30,-57,-51,18,112,50,1
"Portugal","Porto",2020-06-22,20,-12.6,NA,-50.03,-43,-16,2,-46,-41,13,111,50,1
"Romania","Bucharest",2020-06-22,51,-6.18000000000001,NA,-19.72,-22,-8,-9,-33,-41,7,87,51,1
"Spain","Alicante",2020-06-22,8,16.59,21.21,-20.36,-19,-15,31,-37,-35,8,112,52,1
"Spain","Barcelona",2020-06-22,18,-19.88,-11.39,-60.44,-15,5,24,-29,-42,10,99,51,1
"Spain","Madrid",2020-06-22,10,-11.88,-45.09,-42.51,-23,-8,29,-40,-48,13,89,53,1
"Spain","Malaga",2020-06-22,11,1.45999999999999,-19.81,-46.92,-20,-13,1,-38,-33,8,116,55,1
"Spain","Seville",2020-06-22,12,-21.66,-43.59,-68.85,-25,-17,-19,-39,-34,7,111,50,1
"Sweden","Gothenburg",2020-06-22,22,39.79,-9.14,14.59,-10,0,35,-34,-41,11,89,51,1
"Sweden","Malmo",2020-06-22,18,30.38,-11.41,4.45999999999999,2,8,133,-31,-38,8,89,51,1
"Sweden","Stockholm",2020-06-22,29,38.64,-12.8,-1.8,-20,-11,69,-37,-49,10,102,51,1
"Austria","Graz",2020-06-23,29,21.85,NA,7.72,-14,-8,48,-31,-25,3,114,51,1
"Austria","Vienna",2020-06-23,36,19.38,NA,-8.09999999999999,-9,-9,82,-20,-30,3,97,50,1
"Belgium","Brussels",2020-06-23,41,13.6,-14.99,-7.45,-21,-6,93,-36,-45,10,109,51,1
"Belgium","Charleroi",2020-06-23,17,48.57,18.05,48.17,1,-4,63,-29,-31,7,114,51,1
"Czechia","Brno",2020-06-23,39,60.35,NA,67.08,-3,1,59,4,-22,2,102,51,1
"Czechia","Prague",2020-06-23,42,20.41,-11.69,-28.48,23,13,NA,25,-21,4,89,51,1
"Denmark","Copenhagen",2020-06-23,34,37.16,-22.14,14.65,-3,-2,173,-18,-28,1,102,51,1
"Estonia","Tallinn",2020-06-23,11,110.72,-10.9,49.66,-45,-10,147,-35,-81,4,95,50,1
"Finland","Helsinki",2020-06-23,16,38.96,-7.98,32.67,-14,-5,177,-39,-53,7,100,50,1
"France","Grenoble",2020-06-23,38,26.47,NA,9.65000000000001,-14,-3,57,-24,-30,8,94,53,1
"France","Lille",2020-06-23,27,20.17,100.31,10.93,-12,-4,117,-31,-32,7,87,54,1
"France","Paris",2020-06-23,38,-8.67,-7,-33.06,-37,-10,9,-28,-52,11,113,51,1
"Germany","Berlin",2020-06-23,42,19.73,-20.33,-8.92,-14,-4,53,-25,-29,6,105,53,1
"Germany","Bremen",2020-06-23,29,10.6,NA,0.0900000000000034,-13,-2,103,-29,-22,5,102,51,1
"Germany","Cologne",2020-06-23,25,2.89,34.22,0.400000000000006,-7,0,120,-23,-24,6,99,54,1
"Germany","Dresden",2020-06-23,37,29.05,NA,25.87,-4,-3,131,-10,-16,2,108,51,1
"Germany","Munich",2020-06-23,34,20.39,NA,10.79,-3,-2,142,-22,-23,5,124,50,1
"Greece","Athens",2020-06-23,40,-2.41,NA,-11.82,-10,0,40,-20,-18,4,89,50,1
"Hungary","Budapest",2020-06-23,46,1.98999999999999,-19,-44.14,-16,-9,42,-31,-38,7,107,54,1
"Ireland","Cork",2020-06-23,22,2.37,NA,-49.5,-43,-4,-19,-44,-48,18,82,52,1
"Ireland","Dublin",2020-06-23,28,-27.06,-63.95,-55.02,-43,-3,23,-51,-57,21,89,51,1
"Italy","Bologna",2020-06-23,23,-2.94,NA,-31.28,-19,-12,38,-37,-31,7,97,50,1
"Italy","Catania",2020-06-23,23,5.98,NA,-21.3,-14,-9,12,-35,-26,5,90,50,1
"Italy","Milan",2020-06-23,20,-4.47,NA,-39.61,-26,-14,47,-47,-40,11,94,51,1
"Italy","Rome",2020-06-23,27,-11.69,-58.12,-52.17,-18,-11,-3,-40,-38,9,94,51,1
"Netherlands","Eindhoven",2020-06-23,18,3.33,NA,21.5,-9,-3,158,-61,-41,11,86,51,1
"Netherlands","Groningen",2020-06-23,23,34.15,NA,50.49,-10,-8,150,-52,-43,9,95,52,1
"Poland","Krakow",2020-06-23,53,-15.61,NA,-49.47,-12,-15,42,-36,-40,9,98,53,1
"Poland","Poznan",2020-06-23,43,30.77,NA,27.94,-13,-12,54,-35,-32,7,103,51,1
"Portugal","Lisbon",2020-06-23,14,-31.02,NA,-62.8,-54,-31,-32,-57,-50,19,110,50,1
"Portugal","Porto",2020-06-23,23,-7.95,NA,-48.97,-44,-2,-16,-46,-40,7,100,57,1
"Romania","Bucharest",2020-06-23,49,-5.59,NA,-11.35,-24,-8,-13,-33,-40,8,92,52,1
"Spain","Alicante",2020-06-23,13,27.99,21.87,-8.55,-10,6,42,-30,-28,4,77,59,1
"Spain","Barcelona",2020-06-23,18,-16.8,-20.18,-58.07,-18,19,28,-25,-42,5,99,50,1
"Spain","Madrid",2020-06-23,10,-8.75,-44.5,-38.38,-28,-9,23,-40,-48,13,120,51,1
"Spain","Malaga",2020-06-23,12,7.05,-15.95,-40.79,-16,-10,18,-32,-32,6,104,54,1
"Spain","Seville",2020-06-23,11,-23.72,-33.27,-67.1,-23,-12,-13,-36,-33,7,89,53,1
"Sweden","Gothenburg",2020-06-23,25,51.28,0,29.68,-7,-2,257,-25,-36,8,99,50,1
"Sweden","Malmo",2020-06-23,18,29.32,-3.83,16.83,-1,6,237,-26,-37,6,97,50,1
"Sweden","Stockholm",2020-06-23,32,49.82,-9.87,13.65,-20,-11,104,-35,-47,9,105,51,1
"Austria","Graz",2020-06-24,30,23.34,NA,4.75,-16,-12,12,-33,-23,4,88,51,1
"Austria","Vienna",2020-06-24,36,21.86,NA,-9.33,-14,-11,43,-22,-29,5,95,50,1
"Belgium","Brussels",2020-06-24,36,13.32,-12.65,-9.44,-26,-8,82,-36,-42,9,99,51,1
"Belgium","Charleroi",2020-06-24,15,46.27,9.29000000000001,51.31,-7,-7,58,-30,-28,6,91,51,1
"Czechia","Brno",2020-06-24,52,70.72,NA,57.72,-8,0,1,0,-22,3,97,51,1
"Czechia","Prague",2020-06-24,46,22.77,-13.32,-29.51,17,13,NA,20,-21,4,81,50,1
"Denmark","Copenhagen",2020-06-24,26,40.65,-19.27,21.89,-5,-4,157,-20,-26,2,94,50,1
"Estonia","Tallinn",2020-06-24,11,119.3,-6.34999999999999,44.1,-56,-27,168,-44,-82,-1,101,51,1
"Finland","Helsinki",2020-06-24,15,40.85,-2.93000000000001,43,-12,-3,200,-37,-51,6,83,53,1
"France","Grenoble",2020-06-24,35,30.12,NA,13.89,-20,-6,50,-22,-27,6,95,51,1
"France","Lille",2020-06-24,23,26.67,97.72,10.39,-16,-7,130,-33,-29,6,110,50,1
"France","Paris",2020-06-24,36,-5.01000000000001,-3.81,-32.22,-39,-12,10,-30,-49,10,113,62,1
"Germany","Berlin",2020-06-24,38,19.14,-19.52,-10.5,-17,-5,53,-24,-28,5,107,51,1
"Germany","Bremen",2020-06-24,30,14.78,NA,4.45,-18,-2,121,-29,-21,4,85,51,1
"Germany","Cologne",2020-06-24,28,4.95,32.41,-3.56,-8,0,123,-23,-22,6,98,51,2
"Germany","Dresden",2020-06-24,37,28.4,NA,19.75,-8,-2,91,-12,-15,2,113,51,1
"Germany","Munich",2020-06-24,34,20.56,NA,12.21,-5,-3,135,-21,-22,5,112,51,1
"Greece","Athens",2020-06-24,38,-1.05,NA,-17.18,-12,-1,55,-20,-17,4,109,53,1
"Hungary","Budapest",2020-06-24,46,4.93000000000001,-17.46,-42.66,-18,-11,36,-31,-36,7,112,57,1
"Ireland","Cork",2020-06-24,21,14.6,NA,-37.17,-41,-1,48,-28,-45,15,120,51,1
"Ireland","Dublin",2020-06-24,29,-22.82,-58.05,-51.16,-43,-3,58,-47,-56,21,83,51,1
"Italy","Bologna",2020-06-24,19,-6.77,NA,-34.65,-19,-11,30,-35,-29,7,88,50,1
"Italy","Catania",2020-06-24,20,0.760000000000005,NA,-17.61,-13,-7,16,-37,-28,5,98,50,1
"Italy","Milan",2020-06-24,21,-2.61,NA,-39.06,-27,-14,36,-47,-37,11,104,52,1
"Italy","Rome",2020-06-24,27,-11.84,-57.65,-53.06,-19,-11,-5,-41,-35,9,103,51,1
"Netherlands","Eindhoven",2020-06-24,18,4.58,NA,17.47,-15,-7,145,-61,-40,11,97,51,1
"Netherlands","Groningen",2020-06-24,21,40.25,NA,48.79,-19,-8,144,-51,-39,7,112,53,1
"Poland","Krakow",2020-06-24,45,-17.44,NA,-52.56,-20,-15,21,-38,-39,10,115,50,1
"Poland","Poznan",2020-06-24,37,33.28,NA,21.99,-15,-12,54,-35,-31,7,112,51,1
"Portugal","Lisbon",2020-06-24,14,-28,NA,-63.5,-52,-29,-30,-56,-48,19,111,51,1
"Portugal","Porto",2020-06-24,7,-33.01,NA,-63.76,-67,-45,-35,-70,-71,23,80,52,1
"Romania","Bucharest",2020-06-24,53,1.47,NA,-4.13,-15,-1,20,-26,-38,6,106,51,1
"Spain","Alicante",2020-06-24,7,17.44,21.74,-33.59,-34,-57,68,-44,-59,13,90,54,1
"Spain","Barcelona",2020-06-24,7,-37.99,-26.55,-72.26,-59,-71,28,-54,-80,20,111,51,1
"Spain","Madrid",2020-06-24,12,-6.27,-44.09,-36.43,-28,-7,22,-40,-44,13,104,52,1
"Spain","Malaga",2020-06-24,12,7.88,-17.72,-41.64,-18,-13,12,-36,-31,7,100,51,1
"Spain","Seville",2020-06-24,14,-18.85,-37.48,-66.53,-21,-12,-12,-34,-30,7,106,52,1
"Sweden","Gothenburg",2020-06-24,23,53.67,6.73999999999999,32.95,-12,-3,231,-26,-35,6,96,50,1
"Sweden","Malmo",2020-06-24,19,35.29,0.0799999999999983,15.38,-7,1,245,-24,-36,6,98,50,1
"Sweden","Stockholm",2020-06-24,32,54.43,-3.13,15.44,-23,-13,111,-33,-46,8,90,52,1
"Austria","Graz",2020-06-25,36,29.01,NA,4.87,-14,-8,-14,-31,-25,6,90,51,1
"Austria","Vienna",2020-06-25,34,21.43,NA,-6.93000000000001,-15,-10,32,-23,-31,5,102,51,1
"Belgium","Brussels",2020-06-25,43,14.91,-15.45,-9.78,-27,-7,72,-36,-43,9,110,52,1
"Belgium","Charleroi",2020-06-25,14,44.55,8.98999999999999,41.22,-2,-5,66,-32,-29,7,112,51,1
"Czechia","Brno",2020-06-25,38,77.01,NA,67.33,-4,2,41,2,-21,2,98,52,1
"Czechia","Prague",2020-06-25,39,22.18,-14.11,-26.49,24,18,NA,26,-20,4,103,51,1
"Denmark","Copenhagen",2020-06-25,28,41.69,-20.45,23.04,-5,2,173,-18,-26,1,98,52,1
"Estonia","Tallinn",2020-06-25,20,113.32,19.69,85.86,-9,1,130,-19,-41,2,104,51,1
"Finland","Helsinki",2020-06-25,15,41.94,-4.59999999999999,32.45,-16,-3,205,-39,-51,6,97,51,1
"France","Grenoble",2020-06-25,38,29.43,NA,12.96,-18,-2,47,-25,-27,7,95,52,1
"France","Lille",2020-06-25,26,26.23,86.53,11.01,-16,-4,94,-32,-30,7,96,51,1
"France","Paris",2020-06-25,35,-7.70999999999999,-6.09,-34.97,-42,-12,4,-28,-49,11,117,50,1
"Germany","Berlin",2020-06-25,42,28.65,-12.36,-6.02,-19,-5,45,-27,-31,6,106,51,1
"Germany","Bremen",2020-06-25,31,16.02,NA,1.18000000000001,-20,-2,90,-31,-22,5,102,52,1
"Germany","Cologne",2020-06-25,27,3.17,35.07,-2.16,-13,-2,88,-24,-23,6,104,51,1
"Germany","Dresden",2020-06-25,36,35.75,NA,37.68,-7,-3,97,-11,-15,2,105,65,1
"Germany","Munich",2020-06-25,36,19.84,NA,10.26,-9,-3,80,-24,-23,5,104,52,1
"Greece","Athens",2020-06-25,42,5.09999999999999,NA,-9.52,-7,2,65,-17,-17,3,88,50,1
"Hungary","Budapest",2020-06-25,46,4.5,-17.49,-42.84,-20,-10,18,-32,-37,7,95,50,1
"Ireland","Cork",2020-06-25,24,23.53,NA,-31.53,-40,2,80,-24,-45,15,107,50,1
"Ireland","Dublin",2020-06-25,33,-14.29,-50.6,-43.95,-44,0,66,-46,-56,20,107,52,1
"Italy","Bologna",2020-06-25,19,-3.61,NA,-35.41,-20,-10,28,-36,-30,7,96,51,1
"Italy","Catania",2020-06-25,22,7.62,NA,-20.44,-14,-7,8,-38,-29,5,88,51,1
"Italy","Milan",2020-06-25,20,-1.13,NA,-40.43,-27,-15,24,-47,-38,11,109,51,1
"Italy","Rome",2020-06-25,28,-5.23999999999999,-57.32,-50.56,-19,-11,-3,-39,-35,8,102,51,1
"Netherlands","Eindhoven",2020-06-25,19,7.2,NA,17.75,-18,-4,110,-59,-41,11,98,51,1
"Netherlands","Groningen",2020-06-25,22,37.68,NA,48.72,-20,-7,127,-53,-41,8,90,50,1
"Poland","Krakow",2020-06-25,46,-13.67,NA,-50.07,-16,-15,37,-38,-38,9,102,50,1
"Poland","Poznan",2020-06-25,34,37.18,NA,31.2,-14,-11,100,-35,-31,6,107,51,1
"Portugal","Lisbon",2020-06-25,14,-29.5,NA,-63.29,-51,-30,-29,-57,-49,19,99,50,1
"Portugal","Porto",2020-06-25,17,-16.09,NA,-48.73,-43,-21,-10,-47,-39,15,102,50,1
"Romania","Bucharest",2020-06-25,50,-0.280000000000001,NA,-6.77,-22,-7,9,-32,-37,6,107,52,1
"Spain","Alicante",2020-06-25,14,31.67,33.17,-5.5,-12,7,32,-29,-26,6,85,50,1
"Spain","Barcelona",2020-06-25,19,-15.53,-3.12,-55.86,-21,0,12,-32,-40,11,79,51,1
"Spain","Madrid",2020-06-25,11,-4.42,-43.94,-36.76,-28,-7,15,-41,-45,12,98,50,1
"Spain","Malaga",2020-06-25,13,16.14,-17.43,-36.06,-16,-8,19,-34,-31,6,101,52,1
"Spain","Seville",2020-06-25,13,-15.57,-41.3,-63.46,-19,-8,-12,-35,-30,6,95,55,1
"Sweden","Gothenburg",2020-06-25,26,65.86,-0.829999999999998,34.59,-8,3,265,-23,-36,6,113,51,1
"Sweden","Malmo",2020-06-25,20,42.99,-6.06999999999999,17.41,-1,13,271,-22,-37,5,94,54,1
"Sweden","Stockholm",2020-06-25,34,58.1,-4.37,17.19,-20,-10,91,-33,-46,8,85,52,1
"Austria","Graz",2020-06-26,31,36.42,NA,14.84,-17,-7,36,-29,-24,2,107,53,1
"Austria","Vienna",2020-06-26,30,29.24,NA,4.37,-17,-12,31,-21,-30,3,92,51,1
"Belgium","Brussels",2020-06-26,42,16.74,-16.37,-8.5,-30,-9,35,-33,-43,10,107,50,1
"Belgium","Charleroi",2020-06-26,15,48.16,-4.13,46.39,-12,-8,32,-31,-29,8,77,52,1
"Czechia","Brno",2020-06-26,39,98.61,NA,97.01,-11,4,17,-2,-23,1,95,52,1
"Czechia","Prague",2020-06-26,36,23.6,-21.03,-25.22,15,12,NA,31,-23,2,103,51,1
"Denmark","Copenhagen",2020-06-26,23,43.79,-18.3,30.17,-19,-5,161,-19,-26,0,101,50,1
"Estonia","Tallinn",2020-06-26,22,148.61,21.71,113.55,-16,-2,129,-20,-39,3,112,73,1
"Finland","Helsinki",2020-06-26,15,41.28,-3.40000000000001,40.81,-19,-11,187,-39,-50,4,105,51,1
"France","Grenoble",2020-06-26,46,39.19,NA,11.68,-19,-4,49,-18,-28,6,95,50,1
"France","Lille",2020-06-26,24,25.86,97.36,10.47,-19,-9,46,-33,-30,8,90,50,1
"France","Paris",2020-06-26,38,-4.76000000000001,-6.42,-33.59,-41,-13,-22,-29,-49,10,113,52,1
"Germany","Berlin",2020-06-26,40,31.13,-13.93,-2.14,-28,-9,25,-30,-31,6,98,52,1
"Germany","Bremen",2020-06-26,36,28.25,NA,15.64,-24,-5,127,-28,-23,4,122,50,1
"Germany","Cologne",2020-06-26,27,12.53,45.9,15.14,-15,-2,114,-23,-24,5,93,50,1
"Germany","Dresden",2020-06-26,37,44.82,NA,46.46,-12,-4,96,-12,-16,1,107,55,1
"Germany","Munich",2020-06-26,30,32.69,NA,25.34,-14,-3,103,-23,-24,4,99,51,1
"Greece","Athens",2020-06-26,40,3.73999999999999,NA,-7.52,-11,0,53,-17,-19,2,90,51,1
"Hungary","Budapest",2020-06-26,43,5.23,-19.17,-41.8,-24,-14,9,-33,-37,5,106,51,1
"Ireland","Cork",2020-06-26,31,18.67,NA,-32.64,-45,1,-4,-38,-45,17,108,52,1
"Ireland","Dublin",2020-06-26,32,-16.55,-59.61,-50.16,-46,0,21,-50,-55,21,93,50,1
"Italy","Bologna",2020-06-26,31,31.91,NA,-30.98,-22,-11,24,-35,-31,6,107,50,1
"Italy","Catania",2020-06-26,21,12.03,NA,-17.83,-15,-4,13,-36,-30,4,97,50,1
"Italy","Milan",2020-06-26,19,9.40000000000001,NA,-39.65,-29,-16,25,-47,-38,10,92,50,1
"Italy","Rome",2020-06-26,29,0.719999999999999,-57.34,-47.79,-24,-11,-4,-39,-36,7,89,51,1
"Netherlands","Eindhoven",2020-06-26,22,12.69,NA,27.33,-27,-9,73,-61,-39,10,116,51,1
"Netherlands","Groningen",2020-06-26,24,37.72,NA,49.28,-28,-10,141,-49,-37,5,118,51,1
"Poland","Krakow",2020-06-26,56,-1.98,NA,-44.46,-18,-15,13,-35,-37,7,111,51,1
"Poland","Poznan",2020-06-26,40,48.53,NA,46.53,-20,-14,60,-33,-31,5,97,54,1
"Portugal","Lisbon",2020-06-26,15,-23.33,NA,-61.55,-55,-29,-33,-57,-47,18,80,50,1
"Portugal","Porto",2020-06-26,19,-6.90000000000001,NA,-43.29,-48,-21,-27,-48,-38,16,97,51,1
"Romania","Bucharest",2020-06-26,48,1.44,NA,-10.35,-26,-8,12,-25,-30,4,108,50,1
"Spain","Alicante",2020-06-26,15,48.42,35.54,4.3,-15,-1,37,-32,-27,6,97,52,1
"Spain","Barcelona",2020-06-26,20,-6.77,-6.17,-54.76,-26,-7,12,-32,-39,10,85,51,1
"Spain","Madrid",2020-06-26,10,0.329999999999998,-46.22,-35.33,-37,-13,3,-42,-44,10,93,51,1
"Spain","Malaga",2020-06-26,13,34.99,-10.57,-25.74,-19,-8,13,-37,-29,6,124,53,1
"Spain","Seville",2020-06-26,17,-9.67,-32.03,-62.77,-27,-11,-18,-37,-29,5,82,51,1
"Sweden","Gothenburg",2020-06-26,22,63.71,-3.54000000000001,46.97,-17,-6,201,-24,-39,5,108,51,1
"Sweden","Malmo",2020-06-26,15,41.51,-2.31,22.45,-11,2,245,-25,-38,4,104,53,1
"Sweden","Stockholm",2020-06-26,31,60.75,-0.870000000000005,19.85,-25,-16,95,-31,-47,7,110,51,1
"Austria","Graz",2020-06-27,14,10.61,NA,-6.61,-28,-14,40,-22,7,-4,109,51,1
"Austria","Vienna",2020-06-27,21,22.79,NA,2.44,-20,-15,56,-12,1,-4,93,52,1
"Belgium","Brussels",2020-06-27,26,10.55,-24.58,0.75,-34,-17,18,-23,-6,3,84,52,1
"Belgium","Charleroi",2020-06-27,10,40.34,-6.84999999999999,36.54,-17,-12,33,-26,2,3,106,51,1
"Czechia","Brno",2020-06-27,11,80.44,NA,91.07,-21,-8,51,2,11,-9,95,51,1
"Czechia","Prague",2020-06-27,11,-10.34,-34.96,-33.74,6,6,NA,45,11,-5,87,50,1
"Denmark","Copenhagen",2020-06-27,15,25.02,-24.67,15.96,-30,-12,114,-15,0,-6,109,51,1
"Estonia","Tallinn",2020-06-27,12,150.13,6.48999999999999,124.34,-29,-7,142,-15,0,-7,107,53,1
"Finland","Helsinki",2020-06-27,10,26.93,-11.23,49.5,-26,-14,174,-31,1,-5,116,51,1
"France","Grenoble",2020-06-27,21,19.29,NA,-5.70999999999999,-29,-12,52,-31,1,0,83,50,1
"France","Lille",2020-06-27,17,23.46,62.48,22.1,-23,-14,15,-26,-3,2,111,51,1
"France","Paris",2020-06-27,22,-7.51000000000001,-11.85,-31.01,-43,-19,-24,-21,-13,2,92,51,1
"Germany","Berlin",2020-06-27,23,20.14,-11.73,4.47,-35,-12,66,-23,6,-3,89,51,1
"Germany","Bremen",2020-06-27,26,1.62,NA,-0.560000000000002,-35,-9,46,-31,0,2,99,50,1
"Germany","Cologne",2020-06-27,14,-1.5,31.94,25.37,-25,-6,80,-20,1,2,100,51,1
"Germany","Dresden",2020-06-27,23,29.81,NA,53.03,-24,-9,120,-7,16,-4,104,52,1
"Germany","Munich",2020-06-27,17,17.44,NA,27.02,-21,-7,100,-19,0,1,111,52,1
"Greece","Athens",2020-06-27,17,-8.97,NA,-19.71,-20,-10,50,-19,-5,-1,104,52,1
"Hungary","Budapest",2020-06-27,20,-16.21,-29.76,-49.71,-35,-20,-1,-28,1,-5,98,51,1
"Ireland","Cork",2020-06-27,21,8.92,NA,-40.4,-47,5,4,-27,-16,9,106,52,1
"Ireland","Dublin",2020-06-27,23,-25.4,-64.4,-58.37,-51,-2,-32,-44,-22,11,86,50,1
"Italy","Bologna",2020-06-27,20,2.08,NA,-36.88,-30,-20,10,-29,-17,-2,95,51,1
"Italy","Catania",2020-06-27,18,15.29,NA,-21.37,-21,-10,9,-30,-20,-1,108,50,-2
"Italy","Milan",2020-06-27,11,-1,NA,-45.08,-35,-24,20,-38,-10,0,105,50,1
"Italy","Rome",2020-06-27,15,-12.72,-60.75,-49.38,-30,-17,-4,-32,-6,-3,105,52,1
"Netherlands","Eindhoven",2020-06-27,14,-1.36,NA,37.47,-26,-11,60,-52,7,3,87,53,1
"Netherlands","Groningen",2020-06-27,17,18.95,NA,48.36,-32,-14,36,-38,1,4,83,57,1
"Poland","Krakow",2020-06-27,20,-26.31,NA,-48.56,-26,-26,29,-33,4,-3,97,50,1
"Poland","Poznan",2020-06-27,17,32.55,NA,27.94,-27,-23,124,-27,3,-5,106,52,1
"Portugal","Lisbon",2020-06-27,5,-33.01,NA,-63.42,-56,-31,-40,-55,-12,7,97,54,1
"Portugal","Porto",2020-06-27,11,-7.81999999999999,NA,-42.82,-51,-22,-37,-49,-13,10,100,50,1
"Romania","Bucharest",2020-06-27,13,-23.77,NA,-31.64,-37,-19,18,-25,-4,-5,126,50,1
"Spain","Alicante",2020-06-27,11,46.08,22.93,-3.22,-20,-8,56,-29,-4,1,92,50,1
"Spain","Barcelona",2020-06-27,11,-19.09,-13.64,-58.42,-33,-16,14,-26,-9,2,83,51,1
"Spain","Madrid",2020-06-27,4,-17.06,-53.33,-45.06,-44,-21,-2,-39,-10,1,86,52,1
"Spain","Malaga",2020-06-27,7,26.64,-20.39,-30.06,-26,-11,14,-36,-8,1,102,51,1
"Spain","Seville",2020-06-27,6,-33.88,-50.67,-69.78,-37,-19,-34,-40,-4,0,96,51,1
"Sweden","Gothenburg",2020-06-27,8,46.86,-9.31,32.55,-26,-8,188,-14,4,-4,92,51,1
"Sweden","Malmo",2020-06-27,10,29.34,-3.75,10.02,-18,-1,185,-6,3,-4,116,51,1
"Sweden","Stockholm",2020-06-27,14,44.31,-10.44,7.73999999999999,-34,-21,72,-25,6,-5,104,51,1
"Austria","Graz",2020-06-28,9,5,NA,-26.92,-31,38,-1,-25,14,-4,111,51,1
"Austria","Vienna",2020-06-28,15,16.57,NA,-27.4,-18,11,28,-11,7,-6,97,51,1
"Belgium","Brussels",2020-06-28,15,6.31999999999999,-25.03,-20.15,-36,-13,55,-24,5,1,106,54,1
"Belgium","Charleroi",2020-06-28,5,32.69,10.39,28.55,-3,-14,70,-29,14,1,94,53,1
"Czechia","Brno",2020-06-28,11,75.75,NA,31.27,-14,-2,-2,-1,19,-11,90,52,1
"Czechia","Prague",2020-06-28,8,-6.63,-34.13,-49.39,17,12,NA,34,20,-5,98,52,1
"Denmark","Copenhagen",2020-06-28,12,13.75,-31.76,-15.45,-26,-14,3,-31,1,-2,98,64,0
"Estonia","Tallinn",2020-06-28,11,132.37,7.73,81.38,-17,3,172,-11,5,-10,103,50,1
"Finland","Helsinki",2020-06-28,10,25.08,-15.3,8,-20,-5,132,-33,12,-7,76,53,1
"France","Grenoble",2020-06-28,15,3.7,NA,-37.07,-20,-2,49,-23,16,-3,99,50,1
"France","Lille",2020-06-28,9,-1.08,74.29,-26.48,-20,-3,75,-18,21,-1,94,51,1
"France","Paris",2020-06-28,17,-16.38,-22.58,-49.69,-40,-15,-4,-19,6,-3,121,51,1
"Germany","Berlin",2020-06-28,16,2.72,-30.45,-28.19,-37,-1,7,-31,11,-2,96,55,1
"Germany","Bremen",2020-06-28,17,1.62,NA,-14.11,-40,2,99,-36,9,1,117,51,1
"Germany","Cologne",2020-06-28,9,-14.51,19.68,-24.96,-24,12,63,-22,10,1,101,51,-1
"Germany","Dresden",2020-06-28,17,22.11,NA,5.73999999999999,-14,13,66,-12,19,-3,100,51,1
"Germany","Munich",2020-06-28,15,17.23,NA,-14.4,-15,14,78,-21,6,0,104,51,1
"Greece","Athens",2020-06-28,9,-11.41,NA,-35.17,-24,18,66,-17,2,-3,105,51,1
"Hungary","Budapest",2020-06-28,15,-21.97,-37.06,-62.72,-35,-18,-12,-29,10,-7,98,51,1
